Title_lang,Description_lang,Reward_lang,Flags,Instance_ID,Supercedes,Category,Ui_order,Shares_criteria,Faction,Points,Minimum_criteria,ID,IconFileID,Criteria_tree
"Challenge Conqueror: Gold","Complete every Challenge Mode dungeon with a rating of Gold.","Reward: Full set of class-specific transmogrifiable armor",14336,-1,0,15277,42,0,-1,0,0,6378,618858,22842
"Rattle No More","Defeat Rattlegore without allowing him to gain more than 5 stacks of Rusting in Scholomance on Heroic Difficulty.",,0,1007,0,15106,38,0,-1,10,0,6394,454058,16576
Sanguinarian,"Defeat a Krastinovian Carver that has 99 stacks of Boiling Bloodthirst in Scholomance on Heroic Difficulty.",,0,1007,0,15106,39,0,-1,10,0,6396,237513,15272
"How Did He Get Up There?","Find a way to get the Hozen Clinger to let go in Stormstout Brewery on any difficulty.",,0,961,0,15106,21,0,-1,10,0,6400,594276,8607
"Ling-Ting's Herbal Journey","Collect all 30 Golden Hoplings hidden around the Stormstout Brewery on any difficulty.","Reward: Hopling",0,961,0,15106,22,0,-1,10,0,6402,594273,20215
"Hopocalypse Now!","Smash 100 Virmen with a single hammer swing in Stormstout Brewery on Heroic Difficulty.",,0,961,0,15106,19,0,-1,10,0,6420,594275,8610
"Mosh Pit","Get a combination of 8 players and Scarlet Defenders caught up in Armsmaster Harlan's Blades of Light simultaneously and then defeat Armsmaster Harlan in Scarlet Halls on Heroic Difficulty.",,0,1001,0,15106,33,0,-1,10,0,6427,589768,11231
"Realm First! Challenge Conqueror: Gold","First person on the realm to complete every Challenge Mode dungeon with a rating of Gold.",,256,-1,0,81,99,0,-1,0,0,6433,618858,30564
"Show Me Your Moves!","Defeat the Will of the Emperor in Mogu'shan Vaults on Normal or Heroic difficulty after all members of the raid execute an Opportunistic Strike on the same construct within a single Unbalanced phase.",,0,1008,0,15107,30,0,-1,10,0,6455,132304,19191
"Heroic: Stormstout Brewery","Defeat Yan-Zhu the Uncasked in Stormstout Brewery on Heroic Difficulty.",,0,961,6457,15106,4,0,-1,10,0,6456,594272,642
"Stormstout Brewery","Defeat Yan-Zhu the Uncasked in Stormstout Brewery.",,0,961,0,15106,3,0,-1,10,0,6457,594272,1116
"Guardians of Mogu'shan","Defeat the first three bosses in Mogu'shan Vaults.",,0,1008,0,15107,1,0,-1,10,0,6458,409597,22613
Hydrophobia,"Defeat Wise Mari without being hit by Corrupted Water, Hydrolance, or Wash Away in Temple of the Jade Serpent on Heroic Difficulty.",,0,960,0,15106,16,0,-1,10,0,6460,135861,15115
"Master Pet Battler","Win 250 pet battles.",,131072,-1,6593,15119,3,0,-1,5,0,6462,651519,22590
"Shado-Pan Monastery","Defeat Taran Zhu in Shado-Pan Monastery.",,0,959,0,15106,7,0,-1,10,0,6469,603795,12807
"Heroic: Shado-Pan Monastery","Defeat Taran Zhu in Shado-Pan Monastery on Heroic Difficulty.",,0,959,6469,15106,8,0,-1,10,0,6470,603795,13095
"Hate Leads to Suffering","Defeat Taran Zhu while every party member is at maximum hatred in Shado-Pan Monastery on Heroic Difficulty.",,0,959,0,15106,28,0,-1,10,0,6471,603798,13177
"The Obvious Solution","Eliminate the remaining Sha imprisoned in the Sealed Chambers and then defeat the Sha of Violence in Shado-Pan Monastery on Heroic Difficulty.",,0,959,0,15106,27,0,-1,10,0,6472,603797,14387
"Cleaning Up","Defeat the Sha of Doubt in Temple of the Jade Serpent while under the effects of Purified Water.",,0,960,0,15106,17,0,-1,10,0,6475,603530,19627
Conscriptinator,"Gain three stacks of Resin Residue by defeating Mantid Conscripts in Gate of the Setting Sun on Heroic Difficulty.",,0,962,0,15106,30,0,-1,10,0,6476,236271,6735
Respect,"Bow to the Shado-Pan Novices when they bow to you after being defeated during the Master Snowdrift event in Shado-Pan Monastery on Heroic Difficulty.",,0,959,0,15106,26,0,-1,10,0,6477,603796,2150
"Glintrok N' Roll","Defeat Gekkan and his Glintrok entourage in Mogu'shan Palace on Heroic difficulty within 5 minutes of being spotted by the Glintrok Scout.",,0,994,0,15106,23,0,-1,10,0,6478,136165,20598
Bomberman,"Trigger 15 explosions within 15 seconds during the Saboteur Kip'tilak encounter in Gate of the Setting Sun on Heroic Difficulty.",,0,962,0,15106,29,0,-1,10,0,6479,133712,15117
"Settle Down, Bro","Defeat the Sha of Anger in Kun-Lai Summit.",,0,870,0,15107,6,0,-1,10,0,6480,237553,18112
"Return to Sender","Defeat General Pa'valak while he has 20 stacks of Detonate in the Siege of Niuzao Temple on Heroic Difficulty.",,0,1011,0,15106,42,0,-1,10,0,6485,133710,14974
"Extinction Event","Defeat Salyis's Warband in Valley of the Four Winds.",,0,870,0,15107,7,0,-1,10,0,6517,135821,21024
"I Heard You Like Amber...","Kill Living Amber in Burning Amber until at least 8 pools overlap, and then defeat Amber-Shaper Un'sok on Normal or Heroic difficulty in Heart of Fear.",,0,1009,0,15107,35,0,-1,10,0,6518,576313,21033
"Realm First! Level 90 Shaman","First shaman on the realm to achieve level 90.",,256,-1,0,81,6,0,-1,0,0,6523,136012,21073
"Realm First! Level 90","First person on the realm to achieve level 90.",,256,-1,0,81,3,0,-1,0,0,6524,614740,21075
"Attention to Detail","Defeat Jandice Barov without ever eliminating a false image in Scholomance on Heroic Difficulty.",,0,1007,0,15106,37,0,-1,10,0,6531,236457,21198
"Pandaren Slayer","Get an honorable kill on a level 85 or greater Pandaren of each of the classes listed below.",,81920,-1,0,15078,19,0,1,10,0,6532,572034,21704
"Pandaren Slayer","Get an honorable kill on a level 85 or greater Pandaren of each of the classes listed below.",,81920,-1,0,15078,11,0,0,10,0,6533,626190,21210
"Upjade Complete","Complete the Jade Forest storylines listed below.",,0,-1,0,15110,2,0,0,10,0,6534,617825,10664
"Mighty Roamin' Krasaranger","Complete the Krasarang Wilds storylines listed below.",,0,-1,0,15110,4,0,1,10,0,6535,623770,21365
"Mighty Roamin' Krasaranger","Complete the Krasarang Wilds storylines listed below.",,0,-1,0,15110,5,0,0,10,0,6536,623770,21301
"Slum It in the Summit","Complete the Kun-Lai Summit storylines listed below.",,0,-1,0,15110,6,0,1,10,0,6537,617833,21376
"Slum It in the Summit","Complete the Kun-Lai Summit storylines listed below.",,0,-1,0,15110,7,0,0,10,0,6538,617833,21389
"One Steppe Forward, Two Steppes Back","Complete the Townlong Steppes storylines listed below.",,0,-1,0,15110,8,0,-1,10,0,6539,618797,21400
"Dread Haste Makes Dread Waste","Complete the Dread Wastes storylines listed below.",,0,-1,0,15110,9,0,-1,10,0,6540,624971,23739
"Loremaster of Pandaria","Complete the Pandaria quest achievements listed below.",,131072,-1,0,15110,10,0,-1,10,0,6541,630786,21406
"The August Celestials","Earn Exalted status with the August Celestials.",,0,-1,0,15114,4,0,-1,10,0,6543,645203,21422
"The Tillers","Earn Exalted status with the Tillers.",,0,-1,0,15114,11,0,-1,10,0,6544,645198,21429
Klaxxi,"Earn Exalted status with the Klaxxi.",,0,-1,0,15114,8,0,-1,10,0,6545,646377,21427
"The Golden Lotus","Earn Exalted status with the Golden Lotus.",,0,-1,0,15114,6,0,-1,10,0,6546,643910,21425
"The Anglers","Earn Exalted status with the Anglers.",,0,-1,0,15114,12,0,-1,10,0,6547,643874,21431
"The Lorewalkers","Earn Exalted status with the Lorewalkers.",,0,-1,0,15114,14,0,-1,10,0,6548,645218,21433
"Order of the Cloud Serpent","Earn Exalted status with the Order of the Cloud Serpent.",,0,-1,0,15114,15,0,-1,10,0,6550,646324,21437
"Friend on the Farm","Become best friends with one of the characters at the Halfhill Market.",,0,-1,0,15114,23,0,-1,10,0,6551,236681,21441
"Friends on the Farm","Become best friends with all of the characters at the Halfhill Market.",,0,-1,6551,15114,24,0,-1,10,0,6552,236683,21452
"Like an Arrow to the Face","Defeat Garalon in Heart of Fear on Normal or Heroic difficulty without destroying any of his legs.",,0,1009,0,15107,33,0,-1,10,0,6553,133580,21488
"He's Mine!","Capture 10 pets in pet battle.",,131072,-1,0,15118,12,0,-1,5,0,6554,646989,28172
"Building a Team","Capture 25 pets in pet battle.",,131072,-1,6554,15118,13,0,-1,5,0,6555,646989,28164
"Going to Need More Traps","Capture 50 pets in a pet battle.","Reward: Strong Pet Trap",393216,-1,6555,15118,14,0,-1,5,0,6556,646989,28166
"Master Pet Hunter","Capture 100 pets in pet battle.",,135168,-1,6556,15118,15,0,-1,5,0,6557,646989,28168
"Local Pet Mauler","Win a pet battle in 10 different zones.",,131072,-1,0,15119,32,0,-1,5,0,6558,652413,30574
"Traveling Pet Mauler","Win a pet battle in 30 different zones.",,131072,-1,6558,15119,33,0,-1,5,0,6559,652414,28741
"World Pet Mauler","Win a pet battle in 60 different zones.",,135168,-1,6559,15119,34,0,-1,10,0,6560,652415,30642
"Just a Pup","Raise a pet to level 5.","Reward: Pet Battle Slot 3",131072,-1,7433,15120,2,0,-1,5,0,6566,651383,22501
"Growing Up","Raise a pet to level 10.",,131072,-1,6566,15120,3,0,-1,5,0,6567,651378,22775
"Time for a Leash","Raise a pet to level 15.",,131072,-1,6567,15120,4,0,-1,5,0,6568,651379,22777
"Old Timer","Raise a pet to level 20.",,131072,-1,6568,15120,5,0,-1,5,0,6569,651380,22779
"All Growns Up!","Raise a pet to level 25.",,131072,-1,6569,15120,6,0,-1,10,0,6570,651381,22781
"That Was Close!","Capture a battle pet at less than 5% health.",,131072,-1,0,15118,22,0,-1,5,0,6571,651490,22586
"Pro Pet Group","Raise 15 pets to level 25.",,131072,-1,0,15120,10,0,-1,5,0,6578,655709,28180
"Rookie Pet Group","Raise 15 pets to level 10.",,131072,-1,0,15120,7,0,-1,5,0,6579,655710,28174
"Rookie Pet Crew","Raise 30 pets to level 10.",,131072,-1,6579,15120,8,0,-1,5,0,6580,655712,28176
"Pro Pet Crew","Raise 30 pets to level 25.","Reward: Pristine Pet Trap",393216,-1,6578,15120,11,0,-1,5,0,6581,655711,28182
"Pro Pet Mob","Raise 75 pets to level 25.","Reward: Singing Cricket",143360,-1,6581,15120,12,0,-1,10,0,6582,655713,28184
"Rookie Pet Mob","Raise 75 pets to level 10.",,131072,-1,6580,15120,9,0,-1,10,0,6583,655714,28178
"Big City Pet Brawlin' - Alliance","Win a pet battle in each of the Alliance cities listed below.",,131072,-1,0,15119,14,0,-1,5,0,6584,651362,21573
"Kalimdor Safari","Catch every battle pet in Kalimdor.",,131072,-1,0,15118,30,0,-1,5,0,6585,651134,22760
"Eastern Kingdoms Safari","Catch every battle pet in Eastern Kingdoms.",,131072,-1,0,15118,29,0,-1,5,0,6586,651133,28638
"Outland Safari","Catch every battle pet in Outland.",,131072,-1,0,15118,31,0,-1,5,0,6587,651136,29245
"Northrend Safari","Catch every battle pet in Northrend.",,131072,-1,0,15118,32,0,-1,5,0,6588,651135,29272
"Pandaria Safari","Catch every battle pet in Pandaria.",,131072,-1,0,15118,33,0,-1,5,0,6589,651137,29306
"World Safari","Complete the Pet Safari achievements listed below.","Title Reward: Zookeeper",143360,-1,0,15118,36,0,-1,10,0,6590,651131,21498
"Grand Master Pet Battler","Win 1000 pet battles.",,135168,-1,6462,15119,4,0,-1,5,0,6591,651518,22592
"Legendary Pet Battler","Win 5000 pet battles.",,143360,-1,6591,15119,5,0,-1,10,0,6592,651521,22594
"Experienced Pet Battler","Win 50 pet battles.",,131072,-1,6594,15119,2,0,-1,5,0,6593,651520,22503
"Cat Fight!","Win 10 pet battles.",,131072,-1,0,15119,1,0,-1,5,0,6594,652132,22588
"Pet Brawler","Win 10 PvP pet battles.",,131072,-1,0,15119,8,0,-1,5,0,6595,652134,28656
"Experienced Pet Brawler","Win 50 PvP pet battles.",,131072,-1,6595,15119,9,0,-1,5,0,6596,652137,28658
"Master Pet Brawler","Win 250 PvP pet battles.",,131072,-1,6596,15119,10,0,-1,5,0,6597,652135,28660
"Grand Master Pet Brawler","Win 1000 PvP pet battles.",,135168,-1,6597,15119,11,0,-1,5,0,6598,652133,28662
"Legendary Pet Brawler","Win 5000 PvP pet battles.",,143360,-1,6598,15119,12,0,-1,10,0,6599,652136,28664
"Ultimate Trainer","Earn 300 pet battle achievement points.",,143360,-1,7483,15117,7,0,-1,5,0,6600,651744,21766
"Taming the Wild","Defeat a master pet tamer.",,131072,-1,0,15117,9,0,-1,5,0,6601,652173,28273
"Taming Kalimdor","Defeat all of the Pet Tamers in Kalimdor listed below.","Quest Reward: Kalimdor Pet Battle Daily Quests",131072,-1,0,15117,13,0,0,5,0,6602,236807,21525
"Taming Eastern Kingdoms","Defeat all of the Pet Tamers in Eastern Kingdoms listed below.","Quest Reward: Eastern Kingdoms Pet Battle Daily Quests",131072,-1,0,15117,12,0,1,5,0,6603,236759,21532
"Taming Outland","Defeat all of the Pet Tamers in Outland listed below.","Quest Reward: Outland Pet Battle Daily Quests",131072,-1,0,15117,14,0,-1,5,0,6604,236813,21537
"Taming Northrend","Defeat all of the Pet Tamers in Northrend listed below.","Quest Reward: Northrend Pet Battle Daily Quests",131072,-1,0,15117,15,0,-1,5,0,6605,236812,21542
"Taming Pandaria","Defeat all of the Pet Tamers in Pandaria listed below.","Quest Reward: Pandaria Pet Battle Daily Quests",131072,-1,0,15117,17,0,-1,5,0,6606,652174,21547
"Taming Azeroth","Complete all of the Taming achievements listed below.","Title Reward: Tamer",143360,-1,0,15117,19,0,-1,10,0,6607,652220,21517
"Family Reunion","Capture a battle pet from each family.",,131072,-1,0,15118,21,0,-1,10,0,6608,651491,22575
"No Favorites","Raise a pet of every family to level 10.",,131072,-1,0,15120,13,0,-1,5,0,6609,655863,28186
"All Pets Allowed","Raise a pet of every family to level 25.",,135168,-1,6609,15120,14,0,-1,10,0,6610,655864,28197
"Continental Tamer","Complete all of the pet battle tamer achievements listed below.",,143360,-1,0,15118,28,0,-1,10,0,6611,655865,21557
"Kalimdor Tamer","Capture a battle pet in each of the Kalimdor zones listed below.",,131072,-1,0,15118,24,0,-1,5,0,6612,655854,28553
"Eastern Kingdoms Tamer","Capture a battle pet in each of the Eastern Kingdoms zones listed below.",,131072,-1,0,15118,23,0,-1,5,0,6613,655853,28208
"Outland Tamer","Capture a battle pet in each of the Outland zones listed below.",,131072,-1,0,15118,25,0,-1,5,0,6614,655856,28582
"Northrend Tamer","Capture a battle pet in each of the Northrend zones listed below.",,131072,-1,0,15118,26,0,-1,5,0,6615,655855,28590
"Pandaria Tamer","Capture a battle pet in each of the Pandaria zones listed below.",,131072,-1,0,15118,27,0,-1,5,0,6616,655857,28601
"On A Roll","Win 10 consecutive pet battles.",,131072,-1,0,15119,35,0,-1,5,0,6618,643856,28668
"Win Streak","Win 25 consecutive pet battles.",,143360,-1,6618,15119,36,0,-1,10,0,6619,643856,28670
"No Time To Heal","Win 5 consecutive PvP pet battles without letting a pet die.",,131072,-1,0,15119,37,0,-1,10,0,6620,644389,28666
"Big City Pet Brawlin' - Horde","Win a pet battle in each of the Horde cities listed below.",,131072,-1,0,15119,15,0,-1,5,0,6621,651361,21578
"Big City Pet Brawler","Complete each of the Big City Pet Brawlin' achievements listed below.",,131072,-1,0,15119,16,0,-1,10,0,6622,651360,21583
"Classy Pandaren","Reach max level on each of the Pandaren classes listed below.",,86016,-1,0,15088,26,0,1,10,0,6624,651321,21623
"Classy Pandaren","Reach max level on each of the Pandaren classes listed below.",,86016,-1,0,15088,27,0,0,10,0,6625,651321,21652
"Working Better as a Team","Obtain 600 skill points in all professions and secondary professions.","Reward: Heirloom Legs",28672,-1,4860,15080,2,0,-1,10,0,6626,464483,21662
"Realm First! Working as a Better Team","First guild on the realm to obtain 600 skill points in all professions and secondary professions.",,96512,-1,0,15093,9,0,-1,0,0,6628,464483,21680
"Daily Anticipation","Complete 150,000 daily quests.",,28672,-1,5265,15077,7,0,-1,10,0,6629,652159,21696
"Challenge Conquerors: Bronze - Guild Edition","Complete every Pandaria Challenge Mode dungeon with a rating of Bronze or better while in a guild group.",,20480,-1,6921,15093,33,0,-1,0,0,6632,618857,27522
"Challenge Conquerors: Silver - Guild Edition","Complete every Pandaria Challenge Mode dungeon with a rating of Silver or better while in a guild group.",,20480,-1,6632,15093,34,0,-1,0,0,6633,618860,27538
"Challenge Conquerors: Gold - Guild Edition","Complete every Pandaria Challenge Mode dungeon with a rating of Gold while in a guild group.",,20480,-1,6633,15093,35,0,-1,0,0,6634,618858,27548
"Guild Hardware - Bronze","Complete 50 Challenge Mode dungeons with a rating of Bronze or better while in a guild group.",,18432,-1,0,15093,40,0,-1,0,0,6641,618857,27532
"Guild Hardware - Silver","Complete 50 Challenge Mode dungeons with a rating of Silver or better while in a guild group.",,18432,-1,6641,15093,41,0,-1,0,0,6642,618860,27534
"Guild Hardware - Gold","Complete 50 Challenge Mode dungeons with a rating of Gold while in a guild group.",,18432,-1,6642,15093,42,0,-1,0,0,6643,618858,27536
"Pandaren Embassy","Earn Exalted with all of the pandaren reputations listed below.","Reward: Artisan Guild Shirts",28672,-1,0,15089,13,0,1,10,0,6644,441147,22516
"Pandaren Embassy","Earn Exalted with all of the pandaren reputations listed below.",,28672,-1,0,15089,14,0,0,10,0,6664,441147,22505
"Heroic: Scarlet Halls","Defeat Flameweaver Koegler in Scarlet Halls on Heroic Difficulty.",,0,1001,0,15106,13,0,-1,10,0,6760,133154,22360
"Heroic: Stormstout Brewery Guild Run","Defeat Yan-Zhu the Uncasked in Stormstout Brewery on Heroic Difficulty while in a guild group.",,53248,961,0,15153,2,0,-1,10,0,6666,594272,22372
"Mogu'shan Vaults Guild Run","Defeat the bosses in Mogu'shan Vaults while in a guild group.",,61440,1008,0,15154,1,0,-1,10,0,6668,651996,21771
"Heart of Fear Guild Run","Defeat the bosses in Heart of Fear while in a guild group.",,61440,1009,0,15154,2,0,-1,10,0,6669,624006,21778
"Terrace of Endless Spring Guild Run","Defeat the bosses in Terrace of Endless Spring while in a guild group.",,61440,996,0,15154,3,0,-1,10,0,6670,627682,21790
"Seeds of Doubt","Defeat the Sha of Doubt in Temple of the Jade Serpent while under the effect of 4 Seeds of Doubt on Heroic difficulty.",,0,960,0,15106,18,0,-1,10,0,6671,136193,21841
"Anything You Can Do, I Can Do Better...","Defeat Feng the Accursed in Normal or Heroic difficulty after mimicking each of the following abilities:",,0,1008,0,15107,25,0,-1,10,0,6674,461267,21785
"Heroic: Will of the Emperor Guild Run","Defeat the Will of the Emperor encounter in Mogu'shan Vaults on Heroic difficulty while in a guild group.",,61440,1008,0,15154,6,0,-1,10,0,6675,625910,22309
"Heroic: Sha of Fear Guild Run","Defeat the Sha of Fear in Terrace of Endless Spring on Heroic difficulty while in a guild group.",,61440,996,0,15154,8,0,-1,10,0,6676,627685,21795
"Heroic: Grand Empress Shek'zeer Guild Run","Defeat Grand Empress Shek'zeer in Heart of Fear on Heroic difficulty while in a guild group.",,61440,1009,0,15154,7,0,-1,10,0,6677,624012,21798
"Realm First! Sha of Fear","First guild on the realm to defeat the Sha of Fear in Terrace of Endless Spring on Heroic difficulty while in a guild group.",,63744,996,0,15093,17,0,-1,0,0,6678,627685,28404
"Realm First! Grand Empress Shek'zeer","First guild on the realm to defeat Grand Empress Shek'zeer in Heart of Fear on Heroic difficulty while in a guild group.",,63744,1009,0,15093,16,0,-1,0,0,6679,624012,28408
"Realm First! Will of the Emperor","First guild on the realm to defeat the Will of the Emperor encounter in Mogu'shan Vaults on Heroic difficulty while in a guild group.",,63744,1008,0,15093,15,0,-1,0,0,6680,625910,28406
"Guild Pandaria Dungeon Hero","Complete the heroic Pandaria dungeon achievements listed below while in a guild group.","Reward: Tailored Guild Shirts",28672,-1,0,15079,10,0,-1,10,0,6681,603529,22390
"Guild Glory of the Pandaria Raider","Complete the Pandaria raid achievements listed below while in a guild group.","Reward: Reins of the Thundering Cloud Serpent",28672,-1,0,15079,11,0,-1,10,0,6682,624006,27508
